Sequence	Contig	Position	SexBias	P	Signif
10912683	CP020629.1	25650008	0	1	False
10912694	CP020626.1	32033664	0	1	False
10912706	CP020637.1	32810313	0.315054	0.0238005	False
10912792	CP020636.1	5475290	0	1	False
10912809	CP020624.1	14129982	-0.123656	0.396075	False
10912832	CP020626.1	32107338	0	1	False
10912843	CP020628.1	658058	0	1	False
10912892	CP020626.1	23644074	0	1	False
10912936	CP020640.1	8163626	0	1	False
10912965	CP020642.1	295469	0	1	False
10912969	CP020631.1	1921534	-0.112903	0.526105	False
10913086	CP020637.1	30057647	0.145161	0.372693	False
10913127	CP020643.1	21165139	0	1	False
10913171	CP020633.1	15993101	0	1	False
10913224	CP020627.1	1307147	-0.0612903	0.737008	False
10913278	CP020633.1	5380615	0.282796	0.0435417	False
10913365	CP020642.1	11002844	-0.0645161	0.47938	False
10913395	CP020628.1	22986363	-0.0172043	1	False
10913427	CP020626.1	19432307	0.203226	0.0930909	False
10913452	CP020626.1	5613330	0.0688172	0.631695	False
10913513	CP020626.1	28495007	0.00430107	1	False
10913534	CP020642.1	25216177	0	1	False
10913601	CP020628.1	4280162	0.0333334	0.973624	False
10913632	CP020637.1	10710395	0.072043	0.695957	False
10913648	CP020643.1	8839376	0	1	False
10913664	CP020627.1	9233808	0	1	False
10913704	CP020631.1	13239641	-0.315054	0.0238005	False
10913747	CP020636.1	8525145	0.211828	0.159418	False
10913882	CP020625.1	25527976	0	1	False
10913925	CP020628.1	4631313	-0.016129	1	False
10913986	CP020641.1	5010669	-0.122581	0.4227	False
10914124	CP020634.1	4770488	-0.141935	0.361634	False
10914136	CP020636.1	32816784	-0.15914	0.162427	False
10914258	CP020630.1	19838355	0	1	False
10914273	CP020641.1	29829346	-0.204301	0.110163	False
10914285	CP020644.1	22499059	0.0032258	1	False
10914322	CP020641.1	5785997	0	1	False
10914400	CP020641.1	32795993	0	1	False
10914445	CP020635.1	18655948	0	1	False
10914523	CP020639.1	10503579	-0.044086	0.922566	False
10914688	CP020639.1	8220369	0.215054	0.150723	False
10914714	CP020631.1	14480677	0.0731183	0.704393	False
10914764	CP020633.1	9965781	0.0752688	0.712706	False
10914827	CP020630.1	4966651	-0.149462	0.356863	False
10914890	CP020633.1	1165531	0	1	False
10914893	CP020627.1	6791439	-0.0935484	0.499803	False
10914900	CP020638.1	13257461	0	1	False
10914949	CP020625.1	1760873	0	1	False
10914994	CP020631.1	23799893	0.00215054	1	False
10915062	CP020621.1	11993450	0	1	False
10915071	CP020621.1	4724583	0.202151	0.0731611	False
10915072	CP020626.1	26151117	0	1	False
10915078	CP020640.1	18572458	-0.0268817	1	False
10915140	CP020630.1	8659883	0.270968	0.034099	False
10915172	CP020633.1	17316750	-0.186022	0.200916	False
10915260	CP020629.1	2161363	0	1	False
10915403	CP020629.1	30975211	0	1	False
10915464	CP020643.1	14707391	0.00107527	1	False
10915555	CP020628.1	21789180	0	1	False
10915561	CP020633.1	2437789	0	1	False
10915609	CP020634.1	26808154	0	1	False
10915683	CP020629.1	19151219	-0.0322581	1	False
10915790	CP020632.1	8626862	0	1	False
10915812	CP020625.1	2120598	-0.315054	0.0238005	False
10915839	CP020629.1	30938493	0.0333334	0.973624	False
10915862	CP020629.1	17784716	-0.0268817	1	False
10915881	CP020638.1	16868572	0	1	False
10915974	CP020625.1	14751806	0	1	False
10916010	CP020628.1	4914777	-0.155914	0.262188	False
10916026	CP020640.1	23267309	0	1	False
10916027	CP020641.1	31710693	0	1	False
10916030	CP020633.1	2172696	0.145161	0.372693	False
10916065	CP020621.1	15924793	0	1	False
10916070	CP020626.1	27495625	0.177419	0.249121	False
10916075	CP020639.1	9038451	0.055914	0.839507	False
10916092	CP020641.1	21053168	0	1	False
10916170	CP020632.1	12762918	0	1	False
10916222	CP020632.1	8651823	0	1	False
10916224	CP020624.1	25973133	0.0344086	0.969025	False
10916243	CP020623.1	2595776	-0.0956989	0.366516	False
10916257	CP020642.1	210326	0	1	False
10916282	CP020626.1	25759519	0.0387096	0.947758	False
10916325	CP020643.1	14978915	0.0784946	0.71171	False
10916327	CP020636.1	30833490	0	1	False
10916373	CP020633.1	18925587	0	1	False
10916413	CP020621.1	6965643	0	1	False
10916421	CP020627.1	16888934	0.0258064	1	False
10916465	CP020635.1	10705641	0	1	False
10916493	CP020623.1	17903849	-0.0301076	1	False
10916569	CP020623.1	15160447	0	1	False
10916613	CP020633.1	25512240	-0.0946237	0.444854	False
10916617	CP020638.1	4261409	0.1	0.221263	False
10916627	CP020629.1	29038688	0	1	False
10916661	CP020638.1	149094	-0.0247312	1	False
10916684	CP020626.1	2690835	0	1	False
10916712	CP020623.1	19417477	-0.221505	0.0861662	False
10916715	CP020640.1	26089401	-0.0322581	1	False
10916791	CP020636.1	10854216	-0.0623656	0.693026	False
10916912	CP020629.1	29384273	0.0333334	0.973624	False
10916955	CP020621.1	38335453	-0.0623656	0.693026	False
10916965	CP020640.1	24664763	0.236559	0.0514172	False
10916974	CP020633.1	30095011	0	1	False
10916981	CP020637.1	13011171	-0.0516129	0.878542	False
10917008	CP020636.1	10839955	-0.0623656	0.693026	False
10917117	CP020628.1	12399408	0	1	False
10917152	CP020638.1	23825956	0	1	False
10917169	CP020624.1	5810382	0.0494623	0.89311	False
10917197	CP020624.1	14127630	-0.0924731	0.540837	False
10917285	CP020623.1	5357817	0.1	0.221263	False
10917288	CP020627.1	5179802	0	1	False
10917433	CP020633.1	6763032	0.0677419	0.575671	False
10917453	CP020623.1	9138657	0	1	False
10917473	CP020627.1	19780907	0.106452	0.501112	False
10917574	CP020640.1	14710324	0	1	False
10917577	CP020623.1	28796176	0.135484	0.23247	False
10917605	CP020644.1	9874703	0.282796	0.0435417	False
10917636	CP020629.1	1007010	-0.0881721	0.637327	False
10917756	CP020627.1	5901110	0	1	False
10917757	CP020638.1	2708998	-0.0580645	0.810625	False
10917803	CP020623.1	38767641	-0.126882	0.273728	False
10917835	CP020633.1	417166	0.416129	0.00120959	False
10917896	CP020636.1	5661628	0.156989	0.234324	False
10917934	CP020629.1	1532164	-0.055914	0.839507	False
10918072	CP020628.1	2845263	0.0204301	1	False
10918098	CP020634.1	29217446	0.0924731	0.540837	False
10918162	CP020641.1	11241432	0	1	False
10918206	CP020629.1	9630239	0	1	False
10918283	CP020621.1	36411169	0.00107527	1	False
10918332	CP020625.1	21626409	0.15914	0.162427	False
10918369	CP020625.1	30185392	0	1	False
10918381	CP020629.1	25126470	-0.233333	0.0137661	False
10918407	CP020640.1	25182981	0.112903	0.526105	False
10918449	CP020626.1	15521004	0	1	False
10918473	CP020621.1	13141637	0.402151	0.00102585	False
10918550	CP020636.1	3959777	0.223656	0.0519139	False
10918551	CP020642.1	2171622	0	1	False
10918557	CP020632.1	2533152	-0.212903	0.158279	False
10918592	CP020626.1	6065823	0.274194	0.049153	False
10918625	CP020635.1	12674361	0.0107527	1	False
10918714	CP020638.1	2103806	-0.0247312	1	False
10918721	CP020628.1	20776547	0	1	False
10918723	CP020631.1	425197	-0.211828	0.159418	False
10918731	CP020628.1	1304027	0.00107527	1	False
10918732	CP020632.1	28047047	0.0451612	0.917204	False
10918750	CP020633.1	28321778	0.217204	0.136215	False
10918821	CP020627.1	4193452	-0.0881721	0.637327	False
10918899	CP020635.1	3994025	0	1	False
10918904	CP020622.1	5027693	-0.0612903	0.737008	False
10918923	CP020622.1	5819750	-0.0956989	0.366516	False
10918924	CP020621.1	8176886	-0.0849462	0.67572	False
10919003	CP020644.1	19859109	0.0182796	1	False
10919339	CP020636.1	8378139	0	1	False
10919342	CP020634.1	2447442	0	1	False
10919372	CP020628.1	1102761	0.0333334	0.973624	False
10919387	CP020636.1	32754380	0.00107527	1	False
10919442	CP020636.1	8084669	0	1	False
10919513	CP020631.1	15525163	-0.0827957	0.692742	False
10919519	CP020627.1	21182463	0.15914	0.162427	False
10919595	CP020635.1	22169531	0	1	False
10919731	CP020627.1	1070244	0	1	False
10919787	CP020624.1	27527991	0	1	False
10919788	CP020632.1	18228728	0.1	0.221263	False
10919824	CP020636.1	14151139	-0.126882	0.273728	False
10919873	CP020639.1	14681869	0	1	False
10919897	CP020627.1	6163211	0	1	False
10920035	CP020641.1	8891860	0.0430107	0.927762	False
10920054	CP020622.1	10574612	0.0333334	0.973624	False
10920077	CP020632.1	14251554	0	1	False
10920085	CP020636.1	15845294	0	1	False
10920087	CP020629.1	15780056	0	1	False
10920095	CP020643.1	23643214	0	1	False
10920139	CP020628.1	24175581	0.134409	0.180461	False
10920163	CP020626.1	27710521	0	1	False
10920181	CP020625.1	21011123	0.182796	0.234602	False
10920267	CP020628.1	26165879	0	1	False
10920367	CP020629.1	29795274	0.0333334	0.973624	False
10920413	CP020631.1	7513090	0.00107527	1	False
10920426	CP020627.1	7145527	0.167742	0.0969606	False
10920427	CP020637.1	29284512	-0.224731	0.0340812	False
10920545	CP020642.1	22542512	0	1	False
10920603	CP020627.1	5866118	0	1	False
10920609	CP020636.1	32671834	0.201075	0.0508527	False
10920652	CP020632.1	1428815	0.0204301	1	False
10920653	CP020641.1	14683695	0	1	False
10920703	CP020631.1	8875855	0.241935	0.0911653	False
10920763	CP020632.1	12247174	0.0225806	1	False
10920767	CP020629.1	2089648	0	1	False
10920966	CP020636.1	4872965	0	1	False
10921006	CP020640.1	23184704	0	1	False
10921018	CP020638.1	21317443	-0.208602	0.151596	False
10921037	CP020623.1	2318662	0	1	False
10921141	CP020627.1	25103087	0.0333334	0.973624	False
10921149	CP020636.1	3959756	-0.205376	0.124372	False
10921236	CP020632.1	10309773	0.0333334	0.973624	False
10921261	CP020643.1	13219070	0	1	False
10921292	CP020636.1	14925081	0.00107527	1	False
10921306	CP020641.1	7493566	0	1	False
10921435	CP020640.1	9129770	0	1	False
10921537	CP020634.1	9359738	0.107527	0.512148	False
10921566	CP020626.1	911331	0	1	False
10921712	CP020621.1	19308325	-0.158064	0.201356	False
10921724	CP020631.1	11163218	0.0333334	0.973624	False
10921726	CP020629.1	1969743	0.00215054	1	False
10921880	CP020636.1	30878074	0	1	False
10922022	CP020628.1	19817738	0.0247312	1	False
10922077	CP020628.1	428903	0	1	False
10922113	CP020640.1	20356276	0.108602	0.519773	False
10922118	CP020626.1	11581113	-0.107527	0.512148	False
10922122	CP020621.1	22648811	0	1	False
10922136	CP020630.1	31256654	0.116129	0.511067	False
10922306	CP020642.1	6878673	0	1	False
10922316	CP020631.1	14113041	0.0838709	0.684937	False
10922331	CP020644.1	7952957	0.221505	0.0861662	False
10922428	CP020641.1	18294163	0.00107527	1	False
10922439	CP020629.1	27675582	0.0677419	0.575671	False
10922462	CP020639.1	5877445	0.173118	0.219929	False
10922555	CP020623.1	877307	0	1	False
10922622	CP020644.1	13084342	-0.0268817	1	False
10922636	CP020632.1	27782134	0.282796	0.0435417	False
10922693	CP020643.1	19125446	0	1	False
10922718	CP020627.1	28898101	0	1	False
10922729	CP020623.1	27854188	0	1	False
10922769	CP020627.1	3316673	-0.0892473	0.619679	False
10922803	CP020623.1	29423073	0	1	False
10922812	CP020636.1	32637062	0	1	False
10922834	CP020639.1	12087979	-0.083871	0.684937	False
10922870	CP020644.1	8967004	-0.0150538	1	False
10922944	CP020625.1	20854381	-0.0881721	0.637327	False
10922965	CP020625.1	7448376	0.0333334	0.973624	False
10922969	CP020628.1	26470602	0.00537634	1	False
10923060	CP020636.1	7838637	0	1	False
10923106	CP020638.1	18134136	0	1	False
10923107	CP020635.1	27958574	-0.158064	0.201356	False
10923125	CP020630.1	6648101	-0.0784946	0.71171	False
10923175	CP020626.1	32052311	0	1	False
10923232	CP020635.1	11519146	0	1	False
10923289	CP020637.1	9277512	0	1	False
10923346	CP020639.1	7022945	-0.0322581	1	False
10923377	CP020634.1	7003514	0	1	False
10923420	CP020627.1	21643251	0.234409	0.0260371	False
10923599	CP020636.1	6025031	0	1	False
10923613	CP020637.1	3326197	0	1	False
10923809	CP020640.1	19642014	0	1	False
10923822	CP020634.1	993403	0	1	False
10923869	CP020644.1	3016164	0.143011	0.367817	False
10924040	CP020631.1	3747502	0	1	False
10924134	CP020626.1	1138707	0	1	False
10924265	CP020633.1	5218793	0.278495	0.0544588	False
10924295	CP020643.1	14086247	0.0333334	0.973624	False
10924300	CP020643.1	21060230	0	1	False
10924343	CP020633.1	967410	-0.0526882	0.870287	False
10924414	CP020629.1	18969951	0	1	False
10924415	CP020626.1	25143065	-0.0451613	0.917204	False
10924430	CP020641.1	31606393	0.150538	0.347698	False
10924528	CP020623.1	25978972	0.0354839	0.963377	False
10924552	CP020636.1	26476222	0	1	False
10924578	CP020638.1	18114775	0.0333334	0.973624	False
10924673	CP020626.1	25656787	0	1	False
10924684	CP020633.1	13527531	0.137634	0.300646	False
10924749	CP020641.1	14427258	-0.192473	0.063851	False
10924778	CP020630.1	30328090	-0.0204301	1	False
10924829	CP020644.1	15581852	0	1	False
10924894	CP020633.1	31946374	-0.15914	0.162427	False
10924944	CP020639.1	12560710	0.00645161	1	False
10924952	CP020633.1	816038	0.0344086	0.969025	False
10924969	CP020643.1	891597	0.0129032	1	False
10924997	CP020635.1	26084197	-0.0419355	0.932835	False
10925015	CP020624.1	33730088	0.0591398	0.791747	False
10925097	CP020644.1	1329625	0	1	False
10925130	CP020636.1	5076709	0.0333334	0.973624	False
10925246	CP020636.1	24942363	-0.0129032	1	False
10925270	CP020628.1	1521840	0.0344086	0.969025	False
10925296	CP020634.1	16882880	0	1	False
10925334	CP020642.1	828314	0.101075	0.327311	False
10925351	CP020631.1	4243970	0	1	False
10925387	CP020632.1	18188487	0	1	False
10925436	CP020643.1	20333109	0.124731	0.363715	False
10925453	CP020643.1	6092998	0	1	False
10925490	CP020621.1	31785021	0.0387096	0.947758	False
10925491	CP020637.1	10514835	0	1	False
10925661	CP020642.1	23498060	0.00215054	1	False
10925675	CP020641.1	28060136	0.168817	0.132709	False
10925684	CP020633.1	816038	-0.0806452	0.704584	False
10925699	CP020644.1	10199075	0	1	False
10925710	CP020635.1	28658878	0	1	False
10925745	CP020634.1	14186676	0	1	False
10925795	CP020640.1	2136341	0.211828	0.159418	False
10925835	CP020638.1	6291841	0	1	False
10925841	CP020627.1	17568278	0.0333334	0.973624	False
10925997	CP020625.1	27348823	0.0677419	0.575671	False
10926123	CP020642.1	1387150	0	1	False
10926185	CP020623.1	30366662	0	1	False
10926224	CP020635.1	9929793	0	1	False
10926244	CP020642.1	193613	0	1	False
10926357	CP020627.1	15101944	0	1	False
10926432	CP020633.1	409453	-0.0806452	0.704584	False
10926521	CP020631.1	25040054	0	1	False
10926546	CP020624.1	11053974	0	1	False
10926555	CP020636.1	32847596	0.306452	0.0242386	False
10926569	CP020637.1	12953674	0.0752688	0.712706	False
10926589	CP020636.1	32392577	0	1	False
10926702	CP020626.1	26676567	-0.125806	0.32382	False
10926743	CP020641.1	25278675	-0.0956989	0.366516	False
10926759	CP020643.1	17952869	0	1	False
10926762	CP020643.1	22271347	0	1	False
10926775	CP020631.1	11842771	-0.313979	0.0261246	False
10926824	CP020643.1	5960380	-0.255914	0.028032	False
10926835	CP020627.1	23256772	0	1	False
10926849	CP020629.1	7489535	0	1	False
10926998	CP020636.1	5101867	0	1	False
10927002	CP020631.1	18437347	0.0354839	0.963377	False
10927019	CP020632.1	1917154	-0.0623656	0.693026	False
10927043	CP020636.1	11824300	0	1	False
10927061	CP020632.1	30148910	-0.173118	0.219929	False
10927091	CP020621.1	1000592	0	1	False
10927182	CP020626.1	22646540	0.0344086	0.969025	False
10927262	CP020628.1	21725927	-0.0967742	0.244047	False
10927309	CP020632.1	16083932	0	1	False
10927345	CP020643.1	20348194	0.121505	0.444828	False
10927544	CP020636.1	30562727	-0.37957	0.0061022	False
10927588	CP020626.1	18762391	0.134409	0.180461	False
10927621	CP020642.1	16914784	0.0344086	0.969025	False
10927666	CP020644.1	19442388	0	1	False
10927706	CP020630.1	30072794	0	1	False
10927709	CP020633.1	551677	-0.272043	0.0400868	False
10927730	CP020623.1	38992459	0	1	False
10927745	CP020635.1	6398555	0.0752688	0.712706	False
10927771	CP020641.1	454673	-0.0602151	0.768103	False
10927801	CP020630.1	28380293	0.0784946	0.71171	False
10927802	CP020634.1	17178363	0.0344086	0.969025	False
10927962	CP020637.1	9475584	0	1	False
10927987	CP020628.1	12823926	0	1	False
10928107	CP020636.1	32180955	0.00537634	1	False
10928121	CP020634.1	2602041	0.00215054	1	False
10928127	CP020638.1	3642686	-0.0741936	0.709715	False
10928244	CP020631.1	4415572	0.0333334	0.973624	False
10928262	CP020636.1	19895466	0.104301	0.464368	False
10928336	CP020628.1	25537506	0.0344086	0.969025	False
10928338	CP020628.1	21578994	0	1	False
10928341	CP020633.1	25629253	0.00107527	1	False
10928373	CP020644.1	21631053	-0.0634409	0.622808	False
10928374	CP020623.1	32587611	-0.0870968	0.652231	False
10928377	CP020639.1	17854864	0.0118279	1	False
10928392	CP020621.1	419321	0.00107527	1	False
10928434	CP020623.1	32671942	-0.0645161	0.47938	False
10928441	CP020638.1	4293651	-0.204301	0.110163	False
10928481	CP020636.1	17001784	0.0344086	0.969025	False
10928532	CP020642.1	1749954	0.117204	0.50241	False
10928581	CP020638.1	3609953	0	1	False
10928587	CP020637.1	4686925	0	1	False
10928635	CP020633.1	24497580	0	1	False
10928775	CP020623.1	21578631	-0.0311828	1	False
10928919	CP020642.1	1192942	0	1	False
10928953	CP020626.1	29562642	0.272043	0.0400868	False
10928957	CP020637.1	6546008	0	1	False
10928977	CP020629.1	29094923	0.139785	0.339851	False
10929049	CP020637.1	17086743	-0.0634409	0.622808	False
10929112	CP020639.1	23891993	0	1	False
10929150	CP020633.1	3615174	-0.108602	0.519773	False
10929212	CP020624.1	33789461	0	1	False
10929215	CP020631.1	10010868	-0.0870968	0.652231	False
10929218	CP020631.1	25448004	0.237634	0.0625713	False
10929221	CP020631.1	19441240	-0.0483871	0.899647	False
10929250	CP020624.1	3521802	0.0709677	0.68308	False
10929267	CP020634.1	20486952	-0.0473118	0.905799	False
10929377	CP020626.1	20509425	0.133333	0.110857	False
10929427	CP020633.1	9790252	0	1	False
10929448	CP020621.1	12473184	0	1	False
10929507	CP020623.1	6078923	0	1	False
10929529	CP020630.1	4136624	0	1	False
10929578	CP020625.1	24630636	0.0516129	0.878542	False
10929816	CP020635.1	30012611	0.0333334	0.973624	False
10929821	CP020633.1	10403648	0	1	False
10929898	CP020626.1	28968509	0.00107527	1	False
10929928	CP020641.1	15035251	0	1	False
10929945	CP020630.1	13728833	0.222581	0.0695703	False
10929989	CP020624.1	18482797	0.0172043	1	False
10930129	CP020641.1	4631781	0	1	False
10930136	CP020628.1	6687545	0.167742	0.0969606	False
10930190	CP020638.1	3415006	0.0376344	0.952798	False
10930261	CP020641.1	3181194	0	1	False
10930319	CP020629.1	28340440	-0.108602	0.519773	False
10930380	CP020640.1	3971311	0	1	False
10930437	CP020632.1	26007079	-0.0473118	0.905799	False
10930501	CP020625.1	33983800	0	1	False
10930577	CP020636.1	30458233	0	1	False
10930619	CP020640.1	9601233	0	1	False
10930630	CP020632.1	17775913	0.0731183	0.704393	False
10930698	CP020638.1	17166889	0	1	False
10930700	CP020640.1	4871863	0	1	False
10930742	CP020638.1	11516483	0	1	False
10930751	CP020642.1	15565755	-0.027957	1	False
10930795	CP020640.1	25422788	0.273118	0.0451359	False
10930898	CP020622.1	12918741	-0.0301076	1	False
10930929	CP020621.1	8953204	0	1	False
10930946	CP020637.1	32843382	0.0365591	0.957978	False
10930972	CP020622.1	20709392	0.109677	0.524624	False
10931009	CP020632.1	9799425	0	1	False
10931079	CP020636.1	26138231	-0.0645161	0.47938	False
10931084	CP020621.1	15633202	0	1	False
10931154	CP020626.1	5606405	0.088172	0.637327	False
10931157	CP020627.1	33239869	0.0344086	0.969025	False
10931160	CP020629.1	19043925	-0.0301076	1	False
